Level_Code,University,City,Course,Faculty,Int_Fees,Local_Fees,Currency,Currency_Time,Duration,Duration_Time,Full_Time,Part_Time,Prerequisite_1,Prerequisite_1_grade_1,Prerequisite_2,Prerequisite_2_grade_2,Prerequisite_3,Prerequisite_3_grade_3,Website,Course_Lang,Availability,Description,Career_Outcomes,Country,Online,Offline,Distance,Face_to_Face,Blended,Remarks,Course_Delivery_Mode,FREE_TAFE,Subject_or_Unit_1,Subject_Objective_1,Subject_Description_1,Subject_or_Unit_2,Subject_Objective_2,Subject_Description_2,Subject_or_Unit_3,Subject_Objective_3,Subject_Description_3,Subject_or_Unit_4,Subject_Objective_4,Subject_Description_4,Subject_or_Unit_5,Subject_Objective_5,Subject_Description_5,Subject_or_Unit_6,Subject_Objective_6,Subject_Description_6,Subject_or_Unit_7,Subject_Objective_7,Subject_Description_7,Subject_or_Unit_8,Subject_Objective_8,Subject_Description_8,Subject_or_Unit_9,Subject_Objective_9,Subject_Description_9,Subject_or_Unit_10,Subject_Objective_10,Subject_Description_10,Subject_or_Unit_11,Subject_Objective_11,Subject_Description_11,Subject_or_Unit_12,Subject_Objective_12,Subject_Description_12,Subject_or_Unit_13,Subject_Objective_13,Subject_Description_13,Subject_or_Unit_14,Subject_Objective_14,Subject_Description_14,Subject_or_Unit_15,Subject_Objective_15,Subject_Description_15,Subject_or_Unit_16,Subject_Objective_16,Subject_Description_16,Subject_or_Unit_17,Subject_Objective_17,Subject_Description_17,Subject_or_Unit_18,Subject_Objective_18,Subject_Description_18,Subject_or_Unit_19,Subject_Objective_19,Subject_Description_19,Subject_or_Unit_20,Subject_Objective_20,Subject_Description_20,Subject_or_Unit_21,Subject_Objective_21,Subject_Description_21,Subject_or_Unit_22,Subject_Objective_22,Subject_Description_22,Subject_or_Unit_23,Subject_Objective_23,Subject_Description_23,Subject_or_Unit_24,Subject_Objective_24,Subject_Description_24,Subject_or_Unit_25,Subject_Objective_25,Subject_Description_25,Subject_or_Unit_26,Subject_Objective_26,Subject_Description_26,Subject_or_Unit_27,Subject_Objective_27,Subject_Description_27,Subject_or_Unit_28,Subject_Objective_28,Subject_Description_28,Subject_or_Unit_29,Subject_Objective_29,Subject_Description_29,Subject_or_Unit_30,Subject_Objective_30,Subject_Description_30,Subject_or_Unit_31,Subject_Objective_31,Subject_Description_31,Subject_or_Unit_32,Subject_Objective_32,Subject_Description_32,Subject_or_Unit_33,Subject_Objective_33,Subject_Description_33,Subject_or_Unit_34,Subject_Objective_34,Subject_Description_34,Subject_or_Unit_35,Subject_Objective_35,Subject_Description_35,Subject_or_Unit_36,Subject_Objective_36,Subject_Description_36,Subject_or_Unit_37,Subject_Objective_37,Subject_Description_37,Subject_or_Unit_38,Subject_Objective_38,Subject_Description_38,Subject_or_Unit_39,Subject_Objective_39,Subject_Description_39,Subject_or_Unit_40,Subject_Objective_40,Subject_Description_40
VOC,Gordon Geelong Institute of TAFE,Melbourne (Geelong City Campus),TAE40116 Certificate IV in Training and Assessment,Humanities and Social Science,5320,5320,AUD,Course,1,Year,Yes,Yes,,,,,,,https://www.thegordon.edu.au/courses/all-courses/tae40116-certificate-iv-in-training-and-assessment,English,A,"Once you are competent in your chosen area of teaching and assessing, you can study this course and progress to deliver training and assessment in the vocational education and training (VET) sector and the workplace. 

This qualification, ensures graduates learn to address language, literacy and numeracy skills when training and assessing. Graduates will learn how to plan, develop, validate and conduct assessments. After completion you will have learnt how to deliver presentations, deliver training to groups, deliver workplace training to individuals, address learners’ language, literacy and numeracy skills, develop learning programs based on national training packages and conduct competency-based assessment. Industry trainer and/or assessor
Vocational Education and Training (VET) trainer and assessor
Training advisor or training needs analyst",,Australia,Yes,Yes,No,Yes,Yes,"The Gordon is utilising Gordon Online, our digital learning management system to ensure students continue to learn and reach 
  their study goals during isolation. Classes are being delivered live (in real-time) using audio-visual delivery methods. 
  Where on-campus attendance is required to complete practical learning and assessments, student numbers are being managed to 
  ensure social distancing can be observed. 
  Find out more about delivery changes here. Applicants must be 18 years and over at the time of course commencement
Applicants are expected to have literacy and numeracy skills at Year 11 or Australian Core Skills Framework Level 3
Applicants must be able to demonstrate vocational competency in their proposed teaching and assessing area. Vocational competency is defined as broad industry knowledge and experience, and may include, but is not limited to, holding a relevant unit of competency or qualification.",Normal,No,Address adult language literacy and numeracy skills,,,Assess competence,,,Design and develop assessment tools,,,Design and develop learning programs,,,Participate in assessment validation,,,Plan assessment activities and processes,,,Plan organise and deliver group-based learning,,,Plan organise and facilitate learning in the workplace,,,Use training packages and accredited courses to meet client needs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VOC,Gordon Geelong Institute of TAFE,Melbourne,TAE40116 Certificate IV in Training and Assessment,Humanities and Social Science,5320,5320,AUD,Course,1,Year,Yes,Yes,,,,,,,https://www.thegordon.edu.au/courses/all-courses/tae40116-certificate-iv-in-training-and-assessment,English,A,"Once you are competent in your chosen area of teaching and assessing, you can study this course and progress to deliver training and assessment in the vocational education and training (VET) sector and the workplace. 

This qualification, ensures graduates learn to address language, literacy and numeracy skills when training and assessing. Graduates will learn how to plan, develop, validate and conduct assessments. After completion you will have learnt how to deliver presentations, deliver training to groups, deliver workplace training to individuals, address learners’ language, literacy and numeracy skills, develop learning programs based on national training packages and conduct competency-based assessment. Industry trainer and/or assessor
Vocational Education and Training (VET) trainer and assessor
Training advisor or training needs analyst",,Australia,Yes,Yes,No,Yes,Yes,"The Gordon is utilising Gordon Online, our digital learning management system to ensure students continue to learn and reach 
  their study goals during isolation. Classes are being delivered live (in real-time) using audio-visual delivery methods. 
  Where on-campus attendance is required to complete practical learning and assessments, student numbers are being managed to 
  ensure social distancing can be observed. 
  Find out more about delivery changes here. Applicants must be 18 years and over at the time of course commencement
Applicants are expected to have literacy and numeracy skills at Year 11 or Australian Core Skills Framework Level 3
Applicants must be able to demonstrate vocational competency in their proposed teaching and assessing area. Vocational competency is defined as broad industry knowledge and experience, and may include, but is not limited to, holding a relevant unit of competency or qualification.",Normal,No,Address adult language literacy and numeracy skills,,,Assess competence,,,Design and develop assessment tools,,,Design and develop learning programs,,,Participate in assessment validation,,,Plan assessment activities and processes,,,Plan organise and deliver group-based learning,,,Plan organise and facilitate learning in the workplace,,,Use training packages and accredited courses to meet client needs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VOC,Gordon Geelong Institute of TAFE,Melbourne (Geelong City Campus),CHC41015 Certificate IV in Celebrancy,Business & Commerce & Finance & Accounting,,,AUD,Course,6,Months,Yes,Yes,,,,,,,https://www.thegordon.edu.au/courses/all-courses/chc41015-certificate-iv-in-celebrancy,English,A,"The Gordon Celebrancy program is recognised by industry to be a highly successful delivery model. It provides our graduates with the confidence, knowledge and skills to enable their successful application to become Commonwealth-Registered Marriage Celebrant.

Our workshops offer students opportunities to practice and refine their skills in performing, delivery and writing of ceremonies. Funeral celebrant
Marriage celebrant
Family and community celebrant",,Australia,Yes,Yes,No,Yes,Yes,"The Gordon is utilising Gordon Online, our digital learning management system to ensure students continue to learn and reach 
  their study goals during isolation. Classes are being delivered live (in real-time) using audio-visual delivery methods. 
  Where on-campus attendance is required to complete practical learning and assessments, student numbers are being managed to 
  ensure social distancing can be observed. 
  Find out more about delivery changes here. Applicants must be aged 17or over at the time of course commencement
	


Applicants are expected to have literacy skills at Year 11 or Australian Core Skills Framework Level 3 and numeracy skills at Year 10 or Australian Core Skills Framework Level 2",Normal,No,Develop sustainable celebrancy practice,,,Establish client celebrancy needs,,,Prepare for present and evaluate ceremonies,,,Research design and organise ceremonies,,,Work legally and ethically,,,Work with diverse people,,,Establish and maintain marriage celebrancy practice,,,Interview clients and plan marriage ceremonies,,,Plan present and evaluate funeral and memorial ceremonies,,,Prepare for present and evaluate marriage ceremonies,,,Provide loss and grief support,,,Undertake small business planning,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Gordon Geelong Institute of TAFE,Melbourne,Site Search,Computer Science & Information Technology,,,AUD,Course,,,Yes,No,,,,,,,https://www.thegordon.edu.au/courses/all-courses/25g01798-marriage-celebrants-opd-distance-hard,English,A,,,Australia,No,Yes,No,Yes,No,,Traineeship,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Gordon Geelong Institute of TAFE,Melbourne,25G01799 Marriage Celebrants OPD -  Distance Electronic,,,,AUD,Course,,,Yes,No,,,,,,,https://www.thegordon.edu.au/courses/all-courses/25g01799-marriage-celebrants-opd-distance-elect,English,A,"Please use the online form to enrol in Distance Electronic 2020.

There is no longer an Attorney-General's Department Compulsory Activity but rather a selection of elective topics you may choose from. You will need to choose at least one elective topic marked ** when putting together your five hours (you can choose as many ** as you like) 

Feel free to contact us if you have further queries on 1300 730 601 or courinfo@gordontafe.edu.au.

For more information view our OPD webpage here. Facebook

     Twitter

     Instagram.com

     Youtube

     Pinterest",,Australia,No,Yes,No,Yes,No,,Traineeship,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Gordon Geelong Institute of TAFE,Melbourne,25G01800 Marriage Celebrants OPD -  Distance Online,,,,AUD,Course,,,Yes,No,,,,,,,https://www.thegordon.edu.au/courses/all-courses/25g01800-marriage-celebrants-opd-distance-onlin,English,A,"Hi and welcome to Marriage Celebrancy OPD

Please use the online form to enrol in Distance Online 2019.

There is no longer an Attorney-General's Department Compulsory Activity but rather a selection of elective topics you may choose from. You will need to choose at least one elective topic marked ** when putting together your five hours (you can choose as many ** as you like) 

Feel free to contact us if you have further queries on 1300 730 601 or courinfo@gordontafe.edu.au.

For more information view our OPD webpage here. Facebook

     Twitter

     Instagram.com

     Youtube

     Pinterest",,Australia,No,Yes,No,Yes,No,,Traineeship,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Gordon Geelong Institute of TAFE,Melbourne,Site Search,Computer Science & Information Technology,,,AUD,Course,,,Yes,No,,,,,,,https://www.thegordon.edu.au/courses/all-courses/25g01803-marriage-celebrants-opd-classroom-2,English,A,,,Australia,No,Yes,No,Yes,No,,Traineeship,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Gordon Geelong Institute of TAFE,Melbourne,Site Search,Computer Science & Information Technology,,,AUD,Course,,,Yes,No,,,,,,,https://www.thegordon.edu.au/courses/all-courses/25g01804-marriage-celebrants-opd-classroom-3,English,A,,,Australia,No,Yes,No,Yes,No,,Traineeship,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Gordon Geelong Institute of TAFE,Melbourne,Site Search,Computer Science & Information Technology,,,AUD,Course,,,Yes,No,,,,,,,https://www.thegordon.edu.au/courses/all-courses/25g01805-marriage-celebrants-opd-classroom-4,English,A,,,Australia,No,Yes,No,Yes,No,,Traineeship,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Gordon Geelong Institute of TAFE,Melbourne,25G01806 Marriage Celebrants OPD Classroom 5,,170,170,AUD,Course,,,Yes,No,,,,,,,https://www.thegordon.edu.au/courses/all-courses/25g01806-marriage-celebrants-opd-classroom-5,English,A,"This course will be offered as face to face and via Zoom. Not just weddings and funerals
Mind your own celebrant business
Foreign Marriages",,Australia,Yes,Yes,No,Yes,No,,Normal,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
