Level_Code,University,City,Course,Faculty,Int_Fees,Local_Fees,Currency,Currency_Time,Duration,Duration_Time,Full_Time,Part_Time,Prerequisite_1,Prerequisite_1_grade_1,Prerequisite_2,Prerequisite_2_grade_2,Website,Course_Lang,Availability,Description,Career_Outcomes,Country,Online,Offline,Distance,Face_to_Face,Blended,Remarks
PG,Macquarie University,North Ryde,Master of International Business and Master of International Relations,Humanities and Social Science,"38,400",,AUD,Years,2,Years,Yes,No,,,IELTS,6.5,https://courses.mq.edu.au/2021/international/postgraduate/master-of-international-business-and-master-of-international-relations,English,I,"Macquarie has always considered our students to be co-creators in their learning. One of the most exciting developments in our new curriculum is around your ability to study two degrees at once.
In this double degree, you will be able to combine:
Master of International Business: This prestigious course will equip you with the skills and knowledge you'll need to set up and lead global enterprises. You'll develop a solid understanding of core business disciplines with an international focus so you can take your career around the world.
Master of International Relations: Through engagement with innovative approaches and thinking, this course will empower you to comprehend and evaluate contemporary regional and global developments, and will equip you for an international career in diplomacy, journalism, the NGO sector, international business or academia.","PROFESSIONS: Accountant. Auditor. Banker. Business analyst. Consultant and business adviser. Financial analyst. Forensic accountant. Insurance analyst. Risk manager. Stockbroker. Superannuation consultant. Taxation adviserEMPLOYERS: Banking and financial institutions. Big 4 accounting firms, eg Deloitte, KPMG, PWC and EY. Commercial organisations. Consulting firms. Government departments. Law enforcement and policing. Mid-tier accounting firms and small-to-medium enterprises. Non-government organisations. Secondary education providers. Superannuation and insurance firms. Telecommunication companies, eg Optus, Telstra. Tertiary education sector",Australia,No,Yes,No,Yes,No,
PG,Macquarie University,North Ryde,Master of International Business and Master of Management,Business & Commerce & Finance & Accounting,"39,200",,AUD,Years,2,Years,Yes,No,,,IELTS,6.5,https://courses.mq.edu.au/2021/international/postgraduate/master-of-international-business-and-master-of-management,English,I,"Macquarie has always considered our students to be co-creators in their learning. One of the most exciting developments in our new curriculum is around your ability to study two degrees at once.
In this double degree, you will be able to combine:

Master of Management: This degree, developed specifically for recent graduates and early career professionals, will provide you with deep experiential learning within contemporary business settings, and will give you opportunities to practically apply your learning to real and current corporate challenges.
Master of International Business: This prestigious degree will equip you with the skills and knowledge you’ll need to set up and lead global enterprises. You’ll develop a solid understanding of core business disciplines with an international focus so you can take your career around the world.","PROFESSIONS: Accountant. Auditor. Banker. Business analyst. Consultant and business adviser. Financial analyst. Forensic accountant. Insurance analyst. Risk manager. Stockbroker. Superannuation consultant. Taxation adviserEMPLOYERS: Banking and financial institutions. Big 4 accounting firms, eg Deloitte, KPMG, PWC and EY. Commercial organisations. Consulting firms. Government departments. Law enforcement and policing. Mid-tier accounting firms and small-to-medium enterprises. Non-government organisations. Secondary education providers. Superannuation and insurance firms. Telecommunication companies, eg Optus, Telstra. Tertiary education sector",Australia,No,Yes,No,Yes,No,
PG,Macquarie University,North Ryde,Master of International Business and Master of Marketing,Business & Commerce & Finance & Accounting,"39,200",,AUD,Years,2,Years,Yes,No,,,IELTS,6.5,https://courses.mq.edu.au/2021/international/postgraduate/master-of-international-business-and-master-of-marketing,English,I,"Macquarie has always considered our students to be co-creators in their learning. One of the most exciting developments in our new curriculum is around your ability to study two degrees at once.
In this double degree, you will be able to combine:

Master of International Business: This prestigious course will equip you with the skills and knowledge you'll need to set up and lead global enterprises. You'll develop a solid understanding of core business disciplines with an international focus so you can take your career around the world. 
Master of Marketing: Designed in consultation with industry, this degree takes a practical, applied approach to teaching and learning, and will enable you to work in a team, identify opportunities and creatively solve business problems. It will provide you with the knowledge, skills and professional attributes you’ll need to advance your career in the rapidly changing world of marketing.","PROFESSIONS: Accountant. Auditor. Banker. Business analyst. Consultant and business adviser. Financial analyst. Forensic accountant. Insurance analyst. Risk manager. Stockbroker. Superannuation consultant. Taxation adviserEMPLOYERS: Banking and financial institutions. Big 4 accounting firms, eg Deloitte, KPMG, PWC and EY. Commercial organisations. Consulting firms. Government departments. Law enforcement and policing. Mid-tier accounting firms and small-to-medium enterprises. Non-government organisations. Secondary education providers. Superannuation and insurance firms. Telecommunication companies, eg Optus, Telstra. Tertiary education sector",Australia,No,Yes,No,Yes,No,
PG,Macquarie University,North Ryde,Master of International Business and Master of Media and Communications,Business & Commerce & Finance & Accounting,"36,800",,AUD,Years,2,Years,Yes,No,,,IELTS,6.5,https://courses.mq.edu.au/2021/international/postgraduate/master-of-international-business-and-master-of-media-and-communications,English,I,"Macquarie has always considered our students to be co-creators in their learning. One of the most exciting developments in our new curriculum is around your ability to study two degrees at once.
In this double degree, you will be able to combine:

Master of International Business:  This prestigious course will equip you with the skills and knowledge you'll need to set up and lead global enterprises. You'll develop a solid understanding of core business disciplines with an international focus so you can take your career around the world.
Master of Media and Communications: Whether you’re an aspiring or experienced media professional, this degree will give you the skills you need to expertly respond to the challenges associated with the changing mediascape, in an ethical context. It focuses on digital production, distribution, and audience communication and engagement strategies, as well as on online journalism and media practices. Armed with such contemporary knowledge and skills, you’ll accelerate your career in fast-moving contemporary media and communications environments across the world.","PROFESSIONS: Accountant. Auditor. Banker. Business analyst. Consultant and business adviser. Financial analyst. Forensic accountant. Insurance analyst. Risk manager. Stockbroker. Superannuation consultant. Taxation adviserEMPLOYERS: Banking and financial institutions. Big 4 accounting firms, eg Deloitte, KPMG, PWC and EY. Commercial organisations. Consulting firms. Government departments. Law enforcement and policing. Mid-tier accounting firms and small-to-medium enterprises. Non-government organisations. Secondary education providers. Superannuation and insurance firms. Telecommunication companies, eg Optus, Telstra. Tertiary education sector",Australia,No,Yes,No,Yes,No,
PG,Macquarie University,North Ryde,Master of International Relations and Master of International Trade and Commerce Law,Humanities and Social Science,"38,000",,AUD,Years,2,Years,Yes,No,,,IELTS,6.5,https://courses.mq.edu.au/2021/international/postgraduate/master-of-international-relations-and-master-of-international-trade-and-commerce-law,English,I,"Macquarie has always considered our students to be co-creators in their learning. One of the most exciting developments in our new curriculum is around your ability to study two degrees at once.
In this double degree, you will be able to combine:

Master of International Relations: Through engagement with innovative approaches and thinking, this course will empower you to comprehend and evaluate contemporary regional and global developments, and will equip you for an international career in diplomacy, journalism,the NGO sector, international business or academia.
Master of International Trade and Commerce Law: In this course, you'll extend your knowledge of the legal, governance and policy issues relevant to international and domestic trade and commerce so that you develop a broad and well-rounded understanding of the area, as well as skills to advance your career.","PROFESSIONS: Accountant. Auditor. Banker. Business analyst. Consultant and business adviser. Financial analyst. Forensic accountant. Insurance analyst. Risk manager. Stockbroker. Superannuation consultant. Taxation adviserEMPLOYERS: Banking and financial institutions. Big 4 accounting firms, eg Deloitte, KPMG, PWC and EY. Commercial organisations. Consulting firms. Government departments. Law enforcement and policing. Mid-tier accounting firms and small-to-medium enterprises. Non-government organisations. Secondary education providers. Superannuation and insurance firms. Telecommunication companies, eg Optus, Telstra. Tertiary education sector",Australia,No,Yes,No,Yes,No,
PG,Macquarie University,North Ryde,Master of International Relations and Master of Marketing,Humanities and Social Science,"38,400",,AUD,Years,2,Years,Yes,No,,,IELTS,6.5,https://courses.mq.edu.au/2021/international/postgraduate/master-of-international-relations-and-master-of-marketing,English,I,"Macquarie has always considered our students to be co-creators in their learning. One of the most exciting developments in our new curriculum is around your ability to study two degrees at once.
In this double degree, you will be able to combine:

Master of International Relations: Through engagement with innovative approaches and thinking, this course will empower you to comprehend and evaluate contemporary regional and global developments, and will equip you for an international career in diplomacy, journalism, the NGO sector, international business or academia.
Master of Marketing: Designed in consultation with industry, this degree takes a practical, applied approach to teaching and learning, and will enable you to work in a team, identify opportunities and creatively solve business problems. It will provide you with the knowledge, skills and professional attributes you’ll need to advance your career in the rapidly changing world of marketing.","PROFESSIONS: Accountant. Auditor. Banker. Business analyst. Consultant and business adviser. Financial analyst. Forensic accountant. Insurance analyst. Risk manager. Stockbroker. Superannuation consultant. Taxation adviserEMPLOYERS: Banking and financial institutions. Big 4 accounting firms, eg Deloitte, KPMG, PWC and EY. Commercial organisations. Consulting firms. Government departments. Law enforcement and policing. Mid-tier accounting firms and small-to-medium enterprises. Non-government organisations. Secondary education providers. Superannuation and insurance firms. Telecommunication companies, eg Optus, Telstra. Tertiary education sector",Australia,No,Yes,No,Yes,No,
PG,Macquarie University,North Ryde,Master of International Relations and Master of Management,Humanities and Social Science,"36,400",,AUD,Years,2,Years,Yes,No,,,IELTS,6.5,https://courses.mq.edu.au/2021/international/postgraduate/master-of-international-relations-and-master-of-management,English,I,"Macquarie has always considered our students to be co-creators in their learning. One of the most exciting developments in our new curriculum is around your ability to study two degrees at once.
In this double degree, you will be able to combine:

Master of Management: This degree, developed specifically for recent graduates and early career professionals, will provide you with deep experiential learning within contemporary business settings, and will give you opportunities to practically apply your learning to real and current corporate challenges.
Master of International Relations: Through engagement with innovative approaches and thinking, this degree will empower you to comprehend and evaluate contemporary regional and global developments; and will equip you for an international career in diplomacy, journalism, the NGO sector, international business or academia.","PROFESSIONS: Accountant. Auditor. Banker. Business analyst. Consultant and business adviser. Financial analyst. Forensic accountant. Insurance analyst. Risk manager. Stockbroker. Superannuation consultant. Taxation adviserEMPLOYERS: Banking and financial institutions. Big 4 accounting firms, eg Deloitte, KPMG, PWC and EY. Commercial organisations. Consulting firms. Government departments. Law enforcement and policing. Mid-tier accounting firms and small-to-medium enterprises. Non-government organisations. Secondary education providers. Superannuation and insurance firms. Telecommunication companies, eg Optus, Telstra. Tertiary education sector",Australia,No,Yes,No,Yes,No,
PG,Macquarie University,North Ryde,Master of International Relations and Master of Media and Communications,Humanities and Social Science,"35,600",,AUD,Years,2,Years,Yes,No,,,IELTS,6.5,https://courses.mq.edu.au/2021/international/postgraduate/master-of-international-relations-and-master-of-media-and-communications,English,I,"Macquarie has always considered our students to be co-creators in their learning. One of the most exciting developments in our new curriculum is around your ability to study two degrees at once.
In this double degree, you will be able to combine:

Master of International Relations: Through engagement with innovative approaches and thinking, this course will empower you to comprehend and evaluate contemporary regional and global developments, and will equip you for an international career in diplomacy, journalism, the NGO sector, international business or academia. 
Master of Media and Communications: Whether you’re an aspiring or experienced media professional, this degree will give you the skills you need to expertly respond to the challenges associated with the changing mediascape, in an ethical context. It focuses on digital production, distribution, and audience communication and engagement strategies, as well as on online journalism and media practices. Armed with such contemporary knowledge and skills, you’ll accelerate your career in fast-moving contemporary media and communications environments across the world.","PROFESSIONS: Accountant. Auditor. Banker. Business analyst. Consultant and business adviser. Financial analyst. Forensic accountant. Insurance analyst. Risk manager. Stockbroker. Superannuation consultant. Taxation adviserEMPLOYERS: Banking and financial institutions. Big 4 accounting firms, eg Deloitte, KPMG, PWC and EY. Commercial organisations. Consulting firms. Government departments. Law enforcement and policing. Mid-tier accounting firms and small-to-medium enterprises. Non-government organisations. Secondary education providers. Superannuation and insurance firms. Telecommunication companies, eg Optus, Telstra. Tertiary education sector",Australia,No,Yes,No,Yes,No,
PG,Macquarie University,North Ryde,Master of International Relations and Master of Public and Social Policy,Humanities and Social Science,"35,600",,AUD,Years,2,Years,Yes,No,,,IELTS,6.5,https://courses.mq.edu.au/2021/international/postgraduate/master-of-international-relations-and-master-of-public-and-social-policy,English,I,"Macquarie has always considered our students to be co-creators in their learning. One of the most exciting developments in our new curriculum is around your ability to study two degrees at once.
In this double degree, you will be able to combine:

Master of International Relations: Through engagement with innovative approaches and thinking, this course will empower you to comprehend and evaluate contemporary regional and global developments, and will equip you for an international career in diplomacy, journalism,the NGO sector, international business or academia.
Master of Public and Social Policy: With its dual focus on policy analysis and applied social research, this unique degree will give you a deep understanding of the forces that shape policy and the processes involved in making it.","PROFESSIONS: Accountant. Auditor. Banker. Business analyst. Consultant and business adviser. Financial analyst. Forensic accountant. Insurance analyst. Risk manager. Stockbroker. Superannuation consultant. Taxation adviserEMPLOYERS: Banking and financial institutions. Big 4 accounting firms, eg Deloitte, KPMG, PWC and EY. Commercial organisations. Consulting firms. Government departments. Law enforcement and policing. Mid-tier accounting firms and small-to-medium enterprises. Non-government organisations. Secondary education providers. Superannuation and insurance firms. Telecommunication companies, eg Optus, Telstra. Tertiary education sector",Australia,No,Yes,No,Yes,No,
PG,Macquarie University,North Ryde,Master of International Relations and Master of Security and Strategic Studies,Humanities and Social Science,"36,000",,AUD,Years,2,Years,Yes,No,,,IELTS,6.5,https://courses.mq.edu.au/2021/international/postgraduate/master-of-international-relations-and-master-of-security-and-strategic-studies,English,I,"Macquarie has always considered our students to be co-creators in their learning. One of the most exciting developments in our new curriculum is around your ability to study two degrees at once.
In this double degree, you will be able to combine:

Master of International Relations: Through engagement with innovative approaches and thinking, this course will empower you to comprehend and evaluate contemporary regional and global developments, and will equip you for an international career in diplomacy, journalism, the NGO sector, international business or academia.
Master of Security and Strategic Studies: This course will prepare you to analyse and make sense of contemporary security and strategic challenges. You will learn about dynamics behind major geopolitical and geostrategic issues and multidimensional non-traditional security challenges, analytical methods to evaluate strategic choices, and the evolution of Australia's interests and grand strategy.","PROFESSIONS: Accountant. Auditor. Banker. Business analyst. Consultant and business adviser. Financial analyst. Forensic accountant. Insurance analyst. Risk manager. Stockbroker. Superannuation consultant. Taxation adviserEMPLOYERS: Banking and financial institutions. Big 4 accounting firms, eg Deloitte, KPMG, PWC and EY. Commercial organisations. Consulting firms. Government departments. Law enforcement and policing. Mid-tier accounting firms and small-to-medium enterprises. Non-government organisations. Secondary education providers. Superannuation and insurance firms. Telecommunication companies, eg Optus, Telstra. Tertiary education sector",Australia,No,Yes,No,Yes,No,
PG,Macquarie University,North Ryde,Master of International Relations and Master of Translation and Interpreting Studies,Humanities and Social Science,"35,200",,AUD,Years,3,Years,Yes,No,,,IELTS,6.5,https://courses.mq.edu.au/2021/international/postgraduate/master-of-international-relations-and-master-of-translation-and-interpreting-studies,English,I,"Macquarie has always considered our students to be co-creators in their learning. One of the most exciting developments in our new curriculum is around your ability to study two degrees at once.
In this double degree, you will be able to combine:

Master of International Relations: Through engagement with innovative approaches and thinking, this course will empower you to comprehend and evaluate contemporary regional and global developments, and will equip you for an international career in diplomacy, journalism,the NGO sector, international business or academia.
Master of Translation and Interpreting Studies: If you're proficient in more than one language, this course will provide you with the skills and knowledge you'll require to perform translation and interpreting in a range of institutional settings common to community and commercial translation and interpreting practice in Australia and overseas.","PROFESSIONS: Accountant. Auditor. Banker. Business analyst. Consultant and business adviser. Financial analyst. Forensic accountant. Insurance analyst. Risk manager. Stockbroker. Superannuation consultant. Taxation adviserEMPLOYERS: Banking and financial institutions. Big 4 accounting firms, eg Deloitte, KPMG, PWC and EY. Commercial organisations. Consulting firms. Government departments. Law enforcement and policing. Mid-tier accounting firms and small-to-medium enterprises. Non-government organisations. Secondary education providers. Superannuation and insurance firms. Telecommunication companies, eg Optus, Telstra. Tertiary education sector",Australia,No,Yes,No,Yes,No,
PG,Macquarie University,North Ryde,Master of International Trade and Commerce Law and Master of Management,Business & Commerce & Finance & Accounting,"38,800",,AUD,Years,2,Years,Yes,No,,,IELTS,6.5,https://courses.mq.edu.au/2021/international/postgraduate/master-of-international-trade-and-commerce-law-and-master-of-management,English,I,"Macquarie has always considered our students to be co-creators in their learning. One of the most exciting developments in our new curriculum is around your ability to study two degrees at once.
In this double degree, you will be able to combine:

Master of Management: This degree, developed specifically for recent graduates and early career professionals, will provide you with deep experiential learning within contemporary business settings, and will give you opportunities to practically apply your learning to real and current corporate challenges.
Master of International Trade and Commerce Law: In this degree you’ll extend your knowledge of the legal, governance and policy issues relevant to international and domestic trade and commerce so that you develop a broad and well-rounded understanding of the area, as well as skills to advance your career.","PROFESSIONS: Accountant. Auditor. Banker. Business analyst. Consultant and business adviser. Financial analyst. Forensic accountant. Insurance analyst. Risk manager. Stockbroker. Superannuation consultant. Taxation adviserEMPLOYERS: Banking and financial institutions. Big 4 accounting firms, eg Deloitte, KPMG, PWC and EY. Commercial organisations. Consulting firms. Government departments. Law enforcement and policing. Mid-tier accounting firms and small-to-medium enterprises. Non-government organisations. Secondary education providers. Superannuation and insurance firms. Telecommunication companies, eg Optus, Telstra. Tertiary education sector",Australia,No,Yes,No,Yes,No,
PG,Macquarie University,North Ryde,Master of International Trade and Commerce Law and Master of Security and Strategic Studies,Computer Science & Information Technology,"38,000",,AUD,Years,2,Years,Yes,No,,,IELTS,6.5,https://courses.mq.edu.au/2021/international/postgraduate/master-of-international-trade-and-commerce-law-and-master-of-security-and-strategic-studies,English,I,"Macquarie has always considered our students to be co-creators in their learning. One of the most exciting developments in our new curriculum is around your ability to study two degrees at once.
In this double degree, you will be able to combine:

Master of International Trade and Commerce Law: In this course, you'll extend your knowledge of the legal, governance and policy issues relevant to international and domestic trade and commerce so that you develop a broad and well-rounded understanding of the area, as well as skills to advance your career.
Master of Security and Strategic Studies: This course will prepare you to analyse and make sense of contemporary security and strategic challenges. You will learn about dynamics behind major geopolitical and geostrategic issues and multidimensional non-traditional security challenges, analytical methods to evaluate strategic choices, and the evolution of Australia's interests and grand strategy.","PROFESSIONS: Accountant. Auditor. Banker. Business analyst. Consultant and business adviser. Financial analyst. Forensic accountant. Insurance analyst. Risk manager. Stockbroker. Superannuation consultant. Taxation adviserEMPLOYERS: Banking and financial institutions. Big 4 accounting firms, eg Deloitte, KPMG, PWC and EY. Commercial organisations. Consulting firms. Government departments. Law enforcement and policing. Mid-tier accounting firms and small-to-medium enterprises. Non-government organisations. Secondary education providers. Superannuation and insurance firms. Telecommunication companies, eg Optus, Telstra. Tertiary education sector",Australia,No,Yes,No,Yes,No,
PG,Macquarie University,North Ryde,Master of International Trade and Commerce Law and Master of Public and Social Policy,Humanities and Social Science,"36,400",,AUD,Years,2,Years,Yes,No,,,IELTS,6.5,https://courses.mq.edu.au/2021/international/postgraduate/master-of-international-trade-and-commerce-law-and-master-of-public-and-social-policy,English,I,"Macquarie has always considered our students to be co-creators in their learning. One of the most exciting developments in our new curriculum is around your ability to study two degrees at once.
In this double degree, you will be able to combine:

Master of International Trade and Commerce Law: In this course, you'll extend your knowledge of the legal, governance and policy issues relevant to international and domestic trade and commerce so that you develop a broad and well-rounded understanding of the area, as well as skills to advance your career.

 

Master of Public and Social Policy: With its dual focus on policy analysis and applied social research, this unique degree will give you a deep understanding of the forces that shape policy and the processes involved in making it. You’ll develop advanced skills in critical analysis to help you design and deliver effective policy solutions that serve the public interest, as well as the confidence to make socially informed judgements in a range of specialist policy areas.","PROFESSIONS: Accountant. Auditor. Banker. Business analyst. Consultant and business adviser. Financial analyst. Forensic accountant. Insurance analyst. Risk manager. Stockbroker. Superannuation consultant. Taxation adviserEMPLOYERS: Banking and financial institutions. Big 4 accounting firms, eg Deloitte, KPMG, PWC and EY. Commercial organisations. Consulting firms. Government departments. Law enforcement and policing. Mid-tier accounting firms and small-to-medium enterprises. Non-government organisations. Secondary education providers. Superannuation and insurance firms. Telecommunication companies, eg Optus, Telstra. Tertiary education sector",Australia,No,Yes,No,Yes,No,
PG,Macquarie University,North Ryde,Master of Laws and Master of Security and Strategic Studies,Computer Science & Information Technology,"38,000",,AUD,Years,2,Years,Yes,No,,,IELTS,6.5,https://courses.mq.edu.au/2021/international/postgraduate/master-of-laws-and-master-of-security-and-strategic-studies,English,I,"Macquarie has always considered our students to be co-creators in their learning. One of the most exciting developments in our new curriculum is around your ability to study two degrees at once.
In this double degree, you will be able to combine:

Master of Laws:  This degree will simultaneously extend your legal research, and your practical legal skills and knowledge to an advanced level. It offers you the flexibility to focus on a particular area of law, such as environmental law, international law, human rights law or business law, or to choose a broader program of study covering a variety of legal areas. You’ll gain the skills to think critically and respond flexibly by applying your research and practical skills to the wide range of potential issues you may confront in your career.
Master of Security and Strategic Studies: This course will prepare you to analyse and make sense of contemporary security and strategic challenges. You will learn about dynamics behind major geopolitical and geostrategic issues and multidimensional non-traditional security challenges, analytical methods to evaluate strategic choices, and the evolution of Australia's interests and grand strategy.","PROFESSIONS: Accountant. Auditor. Banker. Business analyst. Consultant and business adviser. Financial analyst. Forensic accountant. Insurance analyst. Risk manager. Stockbroker. Superannuation consultant. Taxation adviserEMPLOYERS: Banking and financial institutions. Big 4 accounting firms, eg Deloitte, KPMG, PWC and EY. Commercial organisations. Consulting firms. Government departments. Law enforcement and policing. Mid-tier accounting firms and small-to-medium enterprises. Non-government organisations. Secondary education providers. Superannuation and insurance firms. Telecommunication companies, eg Optus, Telstra. Tertiary education sector",Australia,No,Yes,No,Yes,No,
PG,Macquarie University,North Ryde,Master of Management and Master of Marketing,Business & Commerce & Finance & Accounting,"39,200",,AUD,Years,2,Years,Yes,No,,,IELTS,6.5,https://courses.mq.edu.au/2021/international/postgraduate/master-of-management-and-master-of-marketing,English,I,"Macquarie has always considered our students to be co-creators in their learning. One of the most exciting developments in our new curriculum is around your ability to study two degrees at once.
In this double degree, you will be able to combine:

Master of Management: This degree, developed specifically for recent graduates and early career professionals, will provide you with deep experiential learning within contemporary business settings, and will give you opportunities to practically apply your learning to real and current corporate challenges.
Master of Marketing: Designed in consultation with industry, this degree takes a practical, applied approach to teaching and learning, and will enable you to work in a team, identify opportunities and creatively solve business problems. It will provide you with the knowledge, skills and professional attributes you’ll need to advance your career in the rapidly changing world of marketing.","PROFESSIONS: Accountant. Auditor. Banker. Business analyst. Consultant and business adviser. Financial analyst. Forensic accountant. Insurance analyst. Risk manager. Stockbroker. Superannuation consultant. Taxation adviserEMPLOYERS: Banking and financial institutions. Big 4 accounting firms, eg Deloitte, KPMG, PWC and EY. Commercial organisations. Consulting firms. Government departments. Law enforcement and policing. Mid-tier accounting firms and small-to-medium enterprises. Non-government organisations. Secondary education providers. Superannuation and insurance firms. Telecommunication companies, eg Optus, Telstra. Tertiary education sector",Australia,No,Yes,No,Yes,No,
PG,Macquarie University,North Ryde,Master of Management and Master of Media and Communications,Business & Commerce & Finance & Accounting,"36,400",,AUD,Years,2,Years,Yes,No,,,IELTS,6.5,https://courses.mq.edu.au/2021/international/postgraduate/master-of-management-and-master-of-media-and-communications,English,I,"Macquarie has always considered our students to be co-creators in their learning. One of the most exciting developments in our new curriculum is around your ability to study two degrees at once.
In this double degree, you will be able to combine:

Master of Management: This degree, developed specifically for recent graduates and early career professionals, will provide you with deep experiential learning within contemporary business settings, and will give you opportunities to practically apply your learning to real and current corporate challenges.
Master of Media and Communications: Through engagement with innovative approaches and thinking, this degree will empower you to comprehend and evaluate contemporary regional and global developments; and will equip you for an international career in diplomacy, journalism, the NGO sector, international business or academia.","PROFESSIONS: Accountant. Auditor. Banker. Business analyst. Consultant and business adviser. Financial analyst. Forensic accountant. Insurance analyst. Risk manager. Stockbroker. Superannuation consultant. Taxation adviserEMPLOYERS: Banking and financial institutions. Big 4 accounting firms, eg Deloitte, KPMG, PWC and EY. Commercial organisations. Consulting firms. Government departments. Law enforcement and policing. Mid-tier accounting firms and small-to-medium enterprises. Non-government organisations. Secondary education providers. Superannuation and insurance firms. Telecommunication companies, eg Optus, Telstra. Tertiary education sector",Australia,No,Yes,No,Yes,No,
PG,Macquarie University,North Ryde,Master of Management and Master of Public and Social Policy,Humanities and Social Science,"36,400",,AUD,Years,2,Years,Yes,No,,,IELTS,6.5,https://courses.mq.edu.au/2021/international/postgraduate/master-of-management-and-master-of-public-and-social-policy,English,I,"Macquarie has always considered our students to be co-creators in their learning. One of the most exciting developments in our new curriculum is around your ability to study two degrees at once.
In this double degree, you will be able to combine:

Master of Management: This degree, developed specifically for recent graduates and early career professionals, will provide you with deep experiential learning within contemporary business settings, and will give you opportunities to practically apply your learning to real and current corporate challenges.
Master of Public and Social Policy: With its dual focus on policy analysis and applied social research, this unique degree will give you a deep understanding of the forces that shape policy and the processes involved in making it. You’ll develop advanced skills in critical analysis to help you design and deliver effective policy solutions that serve the public interest, as well as the confidence to make socially informed judgements in a range of specialist policy areas.","PROFESSIONS: Accountant. Auditor. Banker. Business analyst. Consultant and business adviser. Financial analyst. Forensic accountant. Insurance analyst. Risk manager. Stockbroker. Superannuation consultant. Taxation adviserEMPLOYERS: Banking and financial institutions. Big 4 accounting firms, eg Deloitte, KPMG, PWC and EY. Commercial organisations. Consulting firms. Government departments. Law enforcement and policing. Mid-tier accounting firms and small-to-medium enterprises. Non-government organisations. Secondary education providers. Superannuation and insurance firms. Telecommunication companies, eg Optus, Telstra. Tertiary education sector",Australia,No,Yes,No,Yes,No,
PG,Macquarie University,North Ryde,Master of Marketing and Master of Media and Communications,Business & Commerce & Finance & Accounting,"36,800",,AUD,Years,2,Years,Yes,No,,,IELTS,6.5,https://courses.mq.edu.au/2021/international/postgraduate/master-of-marketing-and-master-of-media-and-communications,English,I,"Macquarie has always considered our students to be co-creators in their learning. One of the most exciting developments in our new curriculum is around your ability to study two degrees at once.
In this double degree, you will be able to combine:

Master of Marketing:  Designed in consultation with industry, this degree takes a practical, applied approach to teaching and learning, and will enable you to work in a team, identify opportunities and creatively solve business problems. It will provide you with the knowledge, skills and professional attributes you’ll need to advance your career in the rapidly changing world of marketing. 
Master of Media and Communications: Whether you’re an aspiring or experienced media professional, this degree will give you the skills you need to expertly respond to the challenges associated with the changing mediascape, in an ethical context. It focuses on digital production, distribution, and audience communication and engagement strategies, as well as on online journalism and media practices. Armed with such contemporary knowledge and skills, you’ll accelerate your career in fast-moving contemporary media and communications environments across the world.","PROFESSIONS: Accountant. Auditor. Banker. Business analyst. Consultant and business adviser. Financial analyst. Forensic accountant. Insurance analyst. Risk manager. Stockbroker. Superannuation consultant. Taxation adviserEMPLOYERS: Banking and financial institutions. Big 4 accounting firms, eg Deloitte, KPMG, PWC and EY. Commercial organisations. Consulting firms. Government departments. Law enforcement and policing. Mid-tier accounting firms and small-to-medium enterprises. Non-government organisations. Secondary education providers. Superannuation and insurance firms. Telecommunication companies, eg Optus, Telstra. Tertiary education sector",Australia,No,Yes,No,Yes,No,
PG,Macquarie University,North Ryde,Master of Public and Social Policy and Master of Security and Strategic Studies,Humanities and Social Science,"35,600",,AUD,Years,2,Years,Yes,No,,,IELTS,6.5,https://courses.mq.edu.au/2021/international/postgraduate/master-of-public-and-social-policy-and-master-of-security-and-strategic-studies,English,I,"Macquarie has always considered our students to be co-creators in their learning. One of the most exciting developments in our new curriculum is around your ability to study two degrees at once.
In this double degree, you will be able to combine:
Master of Public and Social Policy:  With its dual focus on policy analysis and applied social research, this unique degree will give you a deep understanding of the forces that shape policy and the processes involved in making it. You’ll develop advanced skills in critical analysis to help you design and deliver effective policy solutions that serve the public interest, as well as the confidence to make socially informed judgements in a range of specialist policy areas.
Master of Security and Strategic Studies: This course will prepare you to analyse and make sense of contemporary security and strategic challenges. You will learn about dynamics behind major geopolitical and geostrategic issues and multidimensional non-traditional security challenges, analytical methods to evaluate strategic choices, and the evolution of Australia's interests and grand strategy.","PROFESSIONS: Accountant. Auditor. Banker. Business analyst. Consultant and business adviser. Financial analyst. Forensic accountant. Insurance analyst. Risk manager. Stockbroker. Superannuation consultant. Taxation adviserEMPLOYERS: Banking and financial institutions. Big 4 accounting firms, eg Deloitte, KPMG, PWC and EY. Commercial organisations. Consulting firms. Government departments. Law enforcement and policing. Mid-tier accounting firms and small-to-medium enterprises. Non-government organisations. Secondary education providers. Superannuation and insurance firms. Telecommunication companies, eg Optus, Telstra. Tertiary education sector",Australia,No,Yes,No,Yes,No,
