Level_Code,University,City,Course,Faculty,Int_Fees,Local_Fees,Currency,Currency_Time,Duration,Duration_Time,Full_Time,Part_Time,Prerequisite_1,Prerequisite_1_grade_1,Website,Course_Lang,Availability,Description,Career_Outcomes,Country,Online,Offline,Distance,Face_to_Face,Blended,Remarks
PG,Australian National University,Canberra,Master of Music (Advanced),Creative Arts & Design & Music,"40,320.00",,AUD,Years,2,Years,Yes,No,Undergraduate GPA (Scale of 7.0),6,https://programsandcourses.anu.edu.au/2021/program/VMUSI,English,A,"The ANU School of Music’s Master of Music (Advanced) is designed to nurture outstanding musical artistry through offering a diversity of musical experiences in an environment that encourages excellence, passion and entrepreneurship. We believe that discovery lies at the heart of both creativity and self expression.Enrolling in a Master of Music (Advanced) gives you the opportunity to explore the concepts and contexts of music guided by world-class academic staff delivering lectures, tutorials, one-to-one tuition, ensembles, master classes, technical workshops and musical activities in the community.Your learning experiences are not just confined to the classroom or recital hall: you also have the opportunity to use our million dollar recording studio outfitted with the most advanced array of microphones, recording hardware and software as well as the legendary 48 channel Neve Genesys console which is at the heart of the studio.Internships are available with an array of professional performance companies, recording studios, production houses, and community arts organizations.The Master of Music (Advanced) offers two streams to match your passions: Music Performance and Music Composition.","analyse, research, reflect on and synthesise complex approaches to museums and collecting agencies and their relationships to societies; evaluate significant debates, problems, controversies, concepts and theories pertinent to museums and collections; develop critical engagement with, and a working knowledge of, museums and collecting agencies; and communicate and interpret knowledge and ideas to general and specialists museum audiences.",Australia,No,Yes,No,Yes,No,For domestic fees and details on Commonwealth Supported Place (CSP) see:  http://www.anu.edu.au/students/program-administration/costs-fees
PG,Australian National University,Canberra,Master of National Security Policy,Computer Science & Information Technology,"48,384.00",,AUD,Years,1,Year,Yes,No,Undergraduate GPA (Scale of 7.0),5,https://programsandcourses.anu.edu.au/2021/program/MNSEP,English,A,"This degree prepares new generations of national security policymakers, analysts, researchers and leaders, in line with the vision of the National Security College as a unique joint initiative between The Australian National University and the Australian Government. It offers a world-class qualification in national security. Core courses provide foundations in concepts and practical policy skills, with a focus on navigating the Australian security landscape. Electives examine the horizon of present and future risks, from pandemics, climate change, terrorism and cyber attacks through to Indo-Pacific geopolitical crises, US-China tensions, foreign interference and information warfare. To address these challenges, students may choose a policy grounding in security-related aspects of such areas as law, bureaucracy, politics, ethics, history, intelligence, geoeconomics, risk-management, civil-military relations, migration, gender, energy and critical technologies. This Masters degree was fully redesigned in 2020 around a signature teaching model: each course integrates academic expertise from NSC, Crawford and across ANU with the direct insights of leading policy practitioners from Australia and internationally, drawing on the NSC’s exceptional networks. This degree equips graduates equally for careers in government agencies or for the many other professional pathways where it matters to understand 21st century security.","Demonstrate a multidisciplinary understanding of contemporary and emerging national security challenges affecting Australia Develop an intellectually rigorous conception of national security connecting theoretical, historical and practical perspectives Use concepts and frameworks to critically analyse complex and contemporary issues in the area of national security Demonstrate a working understanding of the context, processes, challenges and options for national security policy development and implementation Develop and communicate ideas, analysis, and argument in a range of written and oral forms for professional and scholarly audiences",Australia,No,Yes,No,Yes,No,For domestic fees and details on Commonwealth Supported Place (CSP) see:  http://www.anu.edu.au/students/program-administration/costs-fees
PG,Australian National University,Canberra,Master of Neuroscience,Science and Health Science,"50,400.00",,AUD,Years,2,Years,Yes,No,Undergraduate GPA (Scale of 7.0),5,https://programsandcourses.anu.edu.au/2021/program/MNEUR,English,A,"How does our brain impact our behaviour and cognitive functions? How does our nervous system work?The ANU Master of Neuroscience will give you both theoretical and practical knowledge of the modern concepts in neuroscience and methodologies employed to answer these questions and more.Based in the Eccles Institute of Neuroscience at the John Curtin School of Medical Research, Australia’s national medical research institute, you’ll have access to state-of-the-art, modern facilities, and some of the country’s leading scientists in the field.Find out more about neuroscience, the degree structure, the university experience, career opportunities and student stories on our website.Get the inside story on what it’s like to be an ANU student by visiting our student blog.","demonstrate high level knowledge in neuroscience; apply their knowledge in neuroscience to new problems; interpret, synthesize and critically analyse published literature of relevance to neuroscience; demonstrate a theoretical understanding of current neuroscience techniques demonstrate the ability to interpret and analyse results and write scientific reports; clearly communicate theory and results in both written and oral formats.",Australia,No,Yes,No,Yes,No,For domestic fees and details on Commonwealth Supported Place (CSP) see:  http://www.anu.edu.au/students/program-administration/costs-fees
PG,Australian National University,Canberra,Master of Neuroscience (Advanced),Science and Health Science,"50,400.00",,AUD,Years,2,Years,Yes,No,Undergraduate GPA (Scale of 7.0),5.5,https://programsandcourses.anu.edu.au/2021/program/VNEUR,English,A,"How does our brain impact our behaviour and cognitive functions? How does our nervous system work?The ANU Master of Neuroscience will give you both theoretical and practical knowledge of the modern concepts in neuroscience and methodologies employed to answer these questions and more.Based in the Eccles Institute of Neuroscience at the John Curtin School of Medical Research, Australia’s national medical research institute, you’ll have access to state-of-the-art, modern facilities, and some of the country’s leading scientists in the field.This Advanced program incorporates a research project and thesis.Find out more about neuroscience, the degree structure, the university experience, career opportunities and student stories on our website.Get the inside story on what it’s like to be an ANU student by visiting our student blog.","demonstrate high level knowledge in neuroscience; apply their knowledge in neuroscience to new problems; interpret, synthesise and critically analyse published literature of relevance to neuroscience; demonstrate basic and complex laboratory skills that are commonly used in an area of neuroscience research; perform experimental work, interpret and analyse results, write reports and collate data into a thesis; clearly communicate theory and results in both written and oral formats.",Australia,No,Yes,No,Yes,No,For domestic fees and details on Commonwealth Supported Place (CSP) see:  http://www.anu.edu.au/students/program-administration/costs-fees
PG,Australian National University,Canberra,Master of Political Science,Humanities and Social Science,"48,384.00",,AUD,Years,1,Year,Yes,No,Undergraduate GPA (Scale of 7.0),5,https://programsandcourses.anu.edu.au/2021/program/MPOLS,English,A,"The Master of Political Science provides students with the analytical tools they need to answer a range of critical questions - What motivates voters to support populist candidates? How can election outcomes be more accurately forecast? What is the source of ethnic conflicts and how can it be best understood? The program provides training in political science research methods and equips students with in-depth knowledge on contemporary political affairs. Students can choose from a wide selection of topics covering terrorism and counter-terrorism, human rights, interest group advocacy or Islam and democracy. The program will be of interest to those intending to pursue research-oriented careers in government, international organisations, NGOs and private bodies, and to those intending further study in the field. Internationally recognised, this Master degree also paves the way to pursuing a PhD overseas.","Critically evaluate key theories in political science; Interpret and utilize relevant political science methods; Critically analyse evidence-based research and policy across a range of political issues; Use theories and methods from political science to explain contemporary political affairs in Australia, Asia, and globally; Conduct high-level research to undertake self-directed study in political science; Communicate research findings at a level appropriate for academic and policy audiences.",Australia,No,Yes,No,Yes,No,For domestic fees and details on Commonwealth Supported Place (CSP) see:  http://www.anu.edu.au/students/program-administration/costs-fees
PG,Australian National University,Canberra,Master of Political Science (Advanced),Humanities and Social Science,"48,384.00",,AUD,Years,2,Years,Yes,No,Undergraduate GPA (Scale of 7.0),6,https://programsandcourses.anu.edu.au/2021/program/VPLSC,English,A,"The Master of Political Science (Advanced) provides students with the analytical tools they need to answer a range of critical questions about contemporary political affairs ranging from election forecasting to ethnic conflict. The program provides training in political science research methods in addition to courses on the contemporary politics of Australia, Asia, and other major regions of the world. The course will be of interest to those intending to pursue research-oriented careers in government, international organisations, NGOs and private bodies concerned with political affairs, and to those intending further study in the field.",Critically evaluate key theories in political science; Critically analyse evidence-based research and policy across a range of political issues; Conduct high-level research to undertake self-directed study in political science; Produce a substantial theoretically and empirically informed written project based on original independent research.,Australia,No,Yes,No,Yes,No,For domestic fees and details on Commonwealth Supported Place (CSP) see:  http://www.anu.edu.au/students/program-administration/costs-fees
PG,Australian National University,Canberra,Master of Preclinical Science,Medical and Nursing,,,AUD,Years,2,Years,Yes,No,Undergraduate GPA (Scale of 7.0),6,https://programsandcourses.anu.edu.au/2021/program/MPSC,English,A,The Master of Preclinical Science is an exit qualification only. It provides an exit for ANU students in the Doctor of Medicine and Surgery who have already completed 96 units of courses as listed in the admission statement.,"Describe in molecular, cellular and physiological terms the biological basis of human health and disease. Synthesise information obtained from the medical history, physical examination and investigations to identify a problem list in a medical case. Discuss the scientific basis of pharmacological management of health conditions. Discuss biological, social and environmental determinants of health and evaluate approaches to study the relationship between these factors and health outcomes. Describe evidence based approaches within health care as they relate to health outcomes, quality and safety. Discuss the structure and functions of the Australian health care system. Demonstrate knowledge of Australian Indigenous culture and history, and the impact this has on health. Discuss key principles of ethics, law and human rights in health and disease. Design and complete a research project in a health or medicine discipline.",Australia,No,Yes,No,Yes,No,For domestic fees and details on Commonwealth Supported Place (CSP) see:  http://www.anu.edu.au/students/program-administration/costs-fees
PG,Australian National University,Canberra,Master of Professional Accounting,Engineering,"50,400.00",,AUD,Years,1,Year,Yes,No,Undergraduate GPA (Scale of 7.0),5,https://programsandcourses.anu.edu.au/2021/program/7413XMPACC,English,A,"The Master of Professional Accounting allows graduates to develop skills in accounting and the ability to analyse accounting-related issues. The program allows students with prior studies in cognate disciplines to specialise in accounting and meet the education entry requirements for the Australian accounting professional bodies.The program is taught by research active academic staff. Students are exposed to professional and scholarly accounting development and research. With continuing high global demand for qualified accountants, graduates of the program have a wide range of career opportunities in accounting firms, government departments, banking and finance organisations, corporations and other related accounting fields.","Integrate advanced theoretical and technical accounting knowledge in a business context, including an understanding of developments in accounting and accounting research. Exercise judgement under minimal supervision to analyse and provide possible solutions to emerging and advanced accounting problems in complex contexts. Critically apply advanced theoretical and technical accounting knowledge and skills to evaluate complex accounting problems in professional and research contexts. Justify and communicate accounting advice and ideas to both specialists and non-specialists.",Australia,No,Yes,No,Yes,No,For domestic fees and details on Commonwealth Supported Place (CSP) see:  http://www.anu.edu.au/students/program-administration/costs-fees
PG,Australian National University,Canberra,Master of Professional Psychology,Engineering,"50,400.00",,AUD,Years,2,Years,Yes,No,Undergraduate GPA (Scale of 7.0),5,https://programsandcourses.anu.edu.au/2021/program/MPPSY,English,A,"The Master of Professional Psychology is an alternative pathway to your career as a professional psychologist, without needing an Honours degree.The two-year program includes coursework on psychological assessment, interventions and professional skills; a group research project in the first year and practical placement experience in the second year. The Master of Professional Psychology is less research-intensive than Honours.","Advanced knowledge of the theoretical and conceptual foundations of assessment and intervention relevant to professional psychology practice Advanced communication skills in oral and written formats Understanding of, ability to apply and commitment to the ethical, legal, culturally competent and self-reflective professional practice of psychology The ability to critically analyze and synthesize complex information relevant to the practice of professional psychology The ability to collaborate effectively with clients and other service providers The ability to conduct and interpret research relevant to the professional practice of psychology The skills required to engage in psychological assessment under appropriate supervision The skills required to engage in psychological interventions under appropriate supervision Awareness, knowledge and skill in interacting and working with clients across the lifespan and from diverse cultural settings including those from Aboriginal and Torres Strait Islander backgrounds",Australia,No,Yes,No,Yes,No,For domestic fees and details on Commonwealth Supported Place (CSP) see:  http://www.anu.edu.au/students/program-administration/costs-fees
PG,Australian National University,Canberra,Master of Project Management,Business & Commerce & Finance & Accounting,"50,400.00",,AUD,Years,2,Years,Yes,No,Undergraduate GPA (Scale of 7.0),5,https://programsandcourses.anu.edu.au/2021/program/MPROM,English,A,"The Master of Project Management (MPM) program equips graduates and professionals from any discipline to become evidence-based decision makers, innovative problem solvers, responsible social citizens, and future leaders. The MPM program provides specialised knowledge and skills in the area of project management, and can be tailored to include a second specialisation.","Evaluate and synthesize evidence to inform decision making Create opportunities and novel solutions to organisational challenges Work effectively with others to resolve challenges Adapt to complex and uncertain situations Engage, inform and influence stakeholders Incorporate the influence of a changing global environment Model ethical behaviour and make principled decisions Apply specialised knowledge and skills in the area of project management",Australia,No,Yes,No,Yes,No,For domestic fees and details on Commonwealth Supported Place (CSP) see:  http://www.anu.edu.au/students/program-administration/costs-fees
PG,Australian National University,Canberra,Master of Project Management (Advanced),Business & Commerce & Finance & Accounting,"50,400.00",,AUD,Years,2,Years,Yes,No,Undergraduate GPA (Scale of 7.0),6,https://programsandcourses.anu.edu.au/2021/program/VPROM,English,A,"The Master of Project Management (Advanced) (MPM Adv) program equips graduates and professionals from any discipline to become evidence-based decision makers, innovative problem solvers, responsible social citizens, and future leaders. The MPM Adv program provides specialised knowledge and skills in the area of project management, and meets the entry requirements for a PhD.","Evaluate and synthesize evidence to inform decision making Create opportunities and novel solutions to organisational challenges Work effectively with others to resolve challenges Adapt to complex and uncertain situations Engage, inform and influence stakeholders Incorporate the influence of a changing global environment Model ethical behaviour and make principled decisions Apply specialised knowledge and skills in the area of project management Undertake a substantial independent research study",Australia,No,Yes,No,Yes,No,For domestic fees and details on Commonwealth Supported Place (CSP) see:  http://www.anu.edu.au/students/program-administration/costs-fees
PG,Australian National University,Canberra,Master of Public Administration,Business & Commerce & Finance & Accounting,"48,384.00",,AUD,Years,1,Year,Yes,No,Undergraduate GPA (Scale of 7.0),5,https://programsandcourses.anu.edu.au/2021/program/MPAD,English,A,"Crawford School's Master of Public Administration (MPA) is designed to equip public sector professionals with the skills and knowledge they need to succeed in an environment increasingly characterized by complexity, digital transformation, politicization; and the “hollowing -out” of analytical capacity and historical knowledge. The MPA curriculum is built around three integrated components:1.      Professional Core: a professional ‘core’ of knowledge broadly recognized as essential to the institutional role of public sector managers2.      Masterclasses: a curated range of courses providing access to emerging and/or specialized concepts and techniques relevant to contemporary professional practice3.      Professional Experience: a capstone ‘work integrated learning’ experience that allows students to select a combination of organizational internship, research and elective coursework to suit their interests and professional development needs.The MPA program consists of 72 units of credit, equivalent to one-and-a-half years full time study.","Understand policy tools and capabilities and how they can be applied in an increasingly complex professional environment Develop and apply new skills in ethical leadership, communication, teamwork, and self-management Develop and apply rigorous analytical skills for organisational learning, evidence-based decision-making in response to the complexities and challenges of public administration, management and governance Engage in contemporary debates about public value, public administration, public sector management and governance in Australia and globally Develop and apply informed perspectives on politics, economics, law, organisations and regulation in the analysis of public sector problems",Australia,No,Yes,No,Yes,No,For domestic fees and details on Commonwealth Supported Place (CSP) see:  http://www.anu.edu.au/students/program-administration/costs-fees
PG,Australian National University,Canberra,Master of Public Health,English,"50,400.00",,AUD,Years,2,Years,Yes,No,Undergraduate GPA (Scale of 7.0),5,https://programsandcourses.anu.edu.au/2021/program/MPUBH,English,A,"Improve the health of future populations with the globally-focussed ANU Master of Public Health.Through innovative and applied education, you’ll gain an understanding of contemporary public health issues, and learn practical techniques for analysing public health problems.Whether you study online or on campus, this program provides real experience in public health through core courses designed to give you the skills you need and electives that suit your interests. Workplace-related learning can be readily incorporated for those who work in relevant public health jobs.Find out more about public health, the degree structure, the university experience, career opportunities and student stories on our website.Get the inside story on what it’s like to be an ANU student by visiting our student blog.","Explain and apply an understanding of the socioeconomic, behavioural, biological, and societal determinants of health and disease. Understand the factors affecting the aetiology, incidence, and prevalence of major health problems in populations Understand the factors affecting the need, demand, and use of health care and public health services Critically read and evaluate quantitative and qualitative research findings contained in medical, public health and social science journals. Apply analytic tools to defining and describing public health problems. Demonstrate creativity, inquisitiveness, and evidence-based rigour in the application of public health problem-solving skills. Communicate effectively and persuasively, both orally and in writing. Integrate knowledge and research methods skills to address a research question.",Australia,No,Yes,No,Yes,No,For domestic fees and details on Commonwealth Supported Place (CSP) see:  http://www.anu.edu.au/students/program-administration/costs-fees
PG,Australian National University,Canberra,Master of Public Health (Advanced),English,"50,400.00",,AUD,Years,2,Years,Yes,No,Undergraduate GPA (Scale of 7.0),5.5,https://programsandcourses.anu.edu.au/2021/program/VPUBH,English,A,"Improve the health of future populations with the globally-focussed ANU Master of Public Health.Through innovative and applied education, you’ll gain an understanding of contemporary public health issues, and learn practical techniques for analysing public health problems.Whether you study online or on campus, this program provides real experience in public health through core courses designed to give you the skills you need and electives that suit your interests. Workplace-related learning can be readily incorporated for those who work in relevant public health jobs.This Advanced program incorporates a research project and thesis.Find out more about public health, the degree structure, the university experience, career opportunities and student stories on our website.Get the inside story on what it’s like to be an ANU student by visiting our student blog.","Explain and apply an understanding of the socioeconomic, behavioural, biological, and societal determinants of health and disease; Understand the factors affecting the aetiology, incidence, and prevalence of major health problems in populations; Understand the factors affecting the need, demand, and use of health care and public health services; Critically read and evaluate quantitative and qualitative research findings contained in medical, public health and social science journals; Apply analytic tools to defining and describing public health problems; Demonstrate creativity, inquisitiveness, and evidence-based rigour in the application of public health problem-solving skills; Communicate effectively and persuasively, both orally and in writing; Integrate knowledge and research methods skills to address a research question; Apply advanced research methods skills through a sustained piece of scholarship.",Australia,No,Yes,No,Yes,No,For domestic fees and details on Commonwealth Supported Place (CSP) see:  http://www.anu.edu.au/students/program-administration/costs-fees
PG,Australian National University,Canberra,Master of Public Policy,Law,"48,384.00",,AUD,Years,2,Years,Yes,No,Undergraduate GPA (Scale of 7.0),5,https://programsandcourses.anu.edu.au/2021/program/MPUPP,English,A,"This degree examines the processes, institutions and practices of public policy. It is designed for graduates interested in pursuing a career in, or currently working in, public policy within or outside of government. Core courses provide students with a solid foundation in policy processes, governance institutions, policy analysis and research.The degree also equips students with important skills for analysing and researching public policy, and communicating persuasively on policy relevant matters. Through interactive and case-based teaching, students debate and reflect on the challenges of governing public policy in a dynamic, interconnected, global and increasingly digital world. Designed and taught by world-class public policy scholars from the Crawford School of Public Policy at ANU, this Masters degree equips graduates for successful and productive careers in public policy.","Demonstrate deep understanding of public policy and its key challenges and issues, in Australia and globally Understand processes and challenges of agenda-setting, formulation, implementation, management and evaluation of public policy Reflect critically on key theoretical debates in the field of public policy including its practical application across cultural, developmental and institutional contexts Demonstrate understanding of methods for policy research and analysis and identify and apply them with appropriate tools to public policy issues Analyse, synthesise and communicate complex, political and institutional policy problems from multiple perspectives",Australia,No,Yes,No,Yes,No,For domestic fees and details on Commonwealth Supported Place (CSP) see:  http://www.anu.edu.au/students/program-administration/costs-fees
PG,Australian National University,Canberra,Master of Public Policy/Master of Public Policy ANU - U Tokyo,Law,"48,384.00",,AUD,Years,2,Years,Yes,No,Undergraduate GPA (Scale of 7.0),5,https://programsandcourses.anu.edu.au/2021/program/MPPAU,English,A,"The Master of Public Policy at ANU provides the unique opportunity to articulate with Graduate School of Public Policy, University of Tokyo to complete a double degree. These degrees draw on strong research and collaboration connections between the two institutions. The double degree aims to prepare you for an innovative career in public policy in the Asia-Pacific region. At the ANU the MPP will provide students with an introduction to the latest disciplinary policy debates in the social sciences and, with a mixture of theory and practice, to build the analytical tools and knowledge necessary for high quality policy analysis. The year at GrasPP adds the opportunity to gain perspectives on public policy skills and knowledge in one of the most influential public policy schools in Japan and the region.","Demonstrate deep understanding of public policy and its key challenges and issues, in Australia and globally Understand processes and challenges of agenda-setting, formulation, implementation, management and evaluation of public policy Reflect critically on key theoretical debates in the field of public policy including its practical application across cultural, developmental and institutional contexts Demonstrate understanding of methods for policy research and analysis and identify and apply them with appropriate tools to public policy issues Analyse, synthesise and communicate complex, political and institutional policy problems from multiple perspectives",Australia,No,Yes,No,Yes,No,For domestic fees and details on Commonwealth Supported Place (CSP) see:  http://www.anu.edu.au/students/program-administration/costs-fees
PG,Australian National University,Canberra,Master of Public Policy/Master of Public Policy ANU-U Tokyo,Law,"48,384.00",,AUD,Years,2,Years,Yes,No,Undergraduate GPA (Scale of 7.0),5,https://programsandcourses.anu.edu.au/2021/program/MPPUT,English,A,,"Demonstrate deep understanding of public policy and its key challenges and issues, in Australia and globally Understand processes and challenges of agenda-setting, formulation, implementation, management and evaluation of public policy Reflect critically on key theoretical debates in the field of public policy including its practical application across cultural, developmental and institutional contexts Demonstrate understanding of methods for policy research and analysis and identify and apply them with appropriate tools to public policy issues Analyse, synthesise and communicate complex, political and institutional policy problems from multiple perspectives",Australia,No,Yes,No,Yes,No,For domestic fees and details on Commonwealth Supported Place (CSP) see:  http://www.anu.edu.au/students/program-administration/costs-fees
PG,Australian National University,Canberra,Master of Science (Advanced) in Agricultural Innovation,Agriculture,"48,384.00",,AUD,Years,2,Years,Yes,No,Undergraduate GPA (Scale of 7.0),5.5,https://programsandcourses.anu.edu.au/2021/program/VSCAI,English,A,"With a Master of Science (Advanced) in Agricultural Innovation you will have the skills required to solve the complex challenges facing the world.  Globally agriculture will need to feed over nine billion people by 2050. With a changing climate and increasing competition for land, water and energy resources, the agricultural sector will need to find innovative ways to do more with less. To achieve this, an interdisciplinary approach to problem solving will be required. By completing courses in environmental management, business, computer science, biology, engineering or systems modelling, you will have the skills to integrate and adapt knowledge from different disciplines to design novel solutions to complex problems.The Master of Science (Advanced) in Agricultural Innovation program provides you with the opportunity to extend your practical and coursework experience with the development and implementation of a research project supervised by an academic. This is particularly relevant to those who wish to benefit from the research strengths of ANU and pursue a career in research. You will learn from world-leading experts from across ANU, and its industry partners, through initiatives including the Centre for Entrepreneurial Agri-Technology (CEAT), a joint ANU-CSIRO initiative. In partnership with government and industry, CEAT brings together research and technology to address industry challenges, cutting across traditional discipline boundaries. Working in multidisciplinary teams on industry projects, graduates will translate research and theory into real-world outcomes, gaining industry relevant skills and a deep understanding of the challenges faced by industry.","Demonstrate an advanced understanding of the complexity of agricultural systems and value chains. Interpret, synthesize and critically analyse published literature of relevance to agricultural systems. Apply knowledge of innovation systems in identifying emerging opportunities and solving challenges in the agricultural sector. Integrate and adapt appropriate knowledge and problem-solving methods from different disciplines and industries, to co-design novel solutions with stakeholders and clients effectively in multi-disciplinary teams. Demonstrate a critical understanding of science in society Perform experimental work, interpret and analyse results, write reports and collate data into a thesis.",Australia,No,Yes,No,Yes,No,For domestic fees and details on Commonwealth Supported Place (CSP) see:  http://www.anu.edu.au/students/program-administration/costs-fees
PG,Australian National University,Canberra,Master of Science (Advanced) in Astronomy and Astrophysics,Science and Health Science,"48,384.00",,AUD,Years,2,Years,Yes,No,Undergraduate GPA (Scale of 7.0),5.5,https://programsandcourses.anu.edu.au/2021/program/VSCAA,English,A,"The Master of Science (Advanced) in Astronomy & Astrophysics is a full-time two year program based upon 50% coursework and 50% research. The coursework may be tailored to a student’s needs, and can include astrophysical techniques, astrophysical computing, planetary science, stellar astrophysics, galaxies, cosmology, and courses from cognate disciplines. Many courses contain research or hands-on components that develop skills and knowledge in the latest advances in astronomy and astrophysics. They also offer training in areas highly relevant outside of academia, e.g. project management, computer programing, and problem solving skills. Some of the courses may include the acquisition and analysis of telescope data, the development of theoretical models, or the development and testing of new astronomical instrumentation.","Demonstrate high level knowledge in Astronomy & Astrophysics and relate it to a range of disciplinary and interdisciplinary contexts; Apply their knowledge in the discipline to new problems; Interpret, synthesise and critically analyse new published literature of relevance to Astronomy & Astrophysics; Demonstrate skills relevant to research methodology and techniques for Astronomy & Astrophysics; Critically analyse data within the discipline to reach independent conclusions; Perform telescope observations or theoretical calculations, or construct astronomical instrumentation; interpret and analyse results, write reports and collate data into a thesis; Demonstrate a critical understanding of science in society Clearly communicate theory and results in both written and oral formats with university staff, peer students and the wider community on Astronomy & Astrophysics topics.",Australia,No,Yes,No,Yes,No,For domestic fees and details on Commonwealth Supported Place (CSP) see:  http://www.anu.edu.au/students/program-administration/costs-fees
PG,Australian National University,Canberra,Master of Science (Advanced) in Biological Sciences,Medical and Nursing,"48,384.00",,AUD,Years,2,Years,Yes,No,Undergraduate GPA (Scale of 7.0),5.5,https://programsandcourses.anu.edu.au/2021/program/VSCBS,English,A,"Do you want to make a career out of making new discoveries about the fascinating living world?  The Master of Science in Biological Sciences (Advanced) is a flexible program that can be tailored to suit your specific educational goals. Our program allows you to specialise in a particular area of biology such as biomedical sciences, ecology and evolution, genetics, and plant sciences. This program offers a research component which provides the student an opportunity to conduct hands-on research in a laboratory of a research scientist/supervisor.","demonstrate high level knowledge in the area of their study; apply their knowledge in the discipline to new problems; interpret, synthesize and critically analyse published literature of relevance to the discipline; demonstrate theoretical and/or practical skills relevant to techniques and research methodology in the discipline; critically analyse data within the discipline to reach independent conclusions; independently perform experimental or theoretical work, interpret and analyse results, write reports and collate data into a thesis; demonstrate a critical understanding of science in society; clearly communicate theory and results in both written and oral formats",Australia,No,Yes,No,Yes,No,For domestic fees and details on Commonwealth Supported Place (CSP) see:  http://www.anu.edu.au/students/program-administration/costs-fees
PG,Australian National University,Canberra,Master of Science (Advanced) in Nuclear Science,Science and Health Science,"48,384.00",,AUD,Years,2,Years,Yes,No,Undergraduate GPA (Scale of 7.0),5.5,https://programsandcourses.anu.edu.au/2021/program/VSCNS,English,A,"Knowledge of nuclear science is increasingly important across diverse fields, from pure scientific endeavours through to medical physics, industrial processes, mining, security, defence and policy development. The Australian National University is the only university in Australia that offers postgraduate education in nuclear science and is the ideal location to pursue an advanced degree in this growing field.Over two years, you will study the fundamentals and applications of nuclear science, including materials analysis, dating techniques, nuclear medicine, and nuclear energy. The degree is a mix of coursework and projects, comprising individual and group-based research. You will develop the scientific background you need for informed debate on nuclear issues, without advocating a particular position.You will have access to the cutting-edge equipment in the laboratories of the Australian Heavy Ion Accelerator Facility, with many opportunities to undertake laboratory-based training, as well as access to academics who are at the forefront of research in basic and applied nuclear science. Some examples of where our graduates have found themselves include: research roles, both fundamental (university) and applied (medical/industrial); regulatory roles in the commercial (mining) and government (radiation protection, customs, security) sectors; and analyst and policy roles in government. Our graduates occupy senior roles across a range of private companies and government departments.This Advanced program incorporates a research project and thesis.","demonstrate high-level knowledge of nuclear science concepts apply knowledge of nuclear science to new problems; interpret, synthesize and critically analyse published literature of relevance to nuclear science; demonstrate theoretical and practical skills relevant to techniques and research methodology in nuclear science; critically analyse nuclear systems and nuclear data to reach independent conclusions; demonstrate a critical understanding of science in society; clearly communicate theory and results in both written and oral formats.",Australia,No,Yes,No,Yes,No,For domestic fees and details on Commonwealth Supported Place (CSP) see:  http://www.anu.edu.au/students/program-administration/costs-fees
PG,Australian National University,Canberra,Master of Science (Advanced) in Precision Instrumentation and Measurement,Engineering,"48,384.00",,AUD,Years,2,Years,Yes,No,Undergraduate GPA (Scale of 7.0),5.5,https://programsandcourses.anu.edu.au/2021/program/VSCPI,English,A,"Measurement is at the heart of scientific discovery, and the frontiers of knowledge are expanded through the development of new and more precise instrumentation. This program draws on the history and current expertise of three leading research schools at ANU: the Research School of Physics, the Research School of Earth Sciences, and the Research School of Astronomy and Astrophysics. Each of these Schools are at the forefront of modern scientific research and have outstanding pedigree in the development of advanced scientific instrumentation. You will be learning from ANU scientists who have worked on projects including: * the design and development of instrumentation for the Nobel-prize winning discovery of gravitational waves * a high-resolution ion microprobe for geological analysis * a high-resolution x-ray computed tomography instrument for the study of porous and disordered materials, and * an integral-field spectrograph for an international, next-generation, thirty-meter class optical telescope.In this program you have the opportunity to learn the most advanced techniques for studying the heavens, the Earth, and everything in-between. The interdisciplinary expertise you acquire will impact on diverse areas of fundamental scientific research as well as industrial applications. The program aims to produce graduates with deep insight and creative know-how to pursue related careers in science, industry and government, with a focus on innovation, teamwork, and getting results. The degree is a mix of course work and projects, comprising individual and group-based research.This Advanced program incorporates a research project and thesis","demonstrate high level knowledge of scientific instrumentation and measurement; apply their knowledge of measurement systems and instrumentation to new problems; interpret, synthesize and critically analyse published literature of relevance to measurement and instrumentation; demonstrate theoretical and practical skills relevant to techniques and research methodology in scientific measurement; critically analyse data from measurement systems to reach independent conclusions; independently perform experimental or theoretical work, interpret and analyse results, write reports and collate data into a thesis; demonstrate a critical understanding of science in society; clearly communicate theory and results in both written and oral formats",Australia,No,Yes,No,Yes,No,For domestic fees and details on Commonwealth Supported Place (CSP) see:  http://www.anu.edu.au/students/program-administration/costs-fees
